,domain_desc,reference_period_desc,util_practice_desc,class_desc,asd_desc,week_ending,country_code,unit_desc,CV (%),domaincat_desc,region_desc,zip_5,asd_code,begin_code,group_desc,county_ansi,state_name,country_name,county_name,commodity_desc,load_time,source_desc,watershed_desc,statisticcat_desc,freq_desc,end_code,county_code,state_fips_code,short_desc,year,state_alpha,congr_district_code,sector_desc,prodn_practice_desc,Value,agg_level_desc,watershed_code,location_desc,state_ansi
5101,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2006,CA,,CROPS,ALL PRODUCTION PRACTICES,"18,150,000",STATE,00000000,CALIFORNIA,06
5102,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2005,CA,,CROPS,ALL PRODUCTION PRACTICES,"22,360,000",STATE,00000000,CALIFORNIA,06
5103,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2004,CA,,CROPS,ALL PRODUCTION PRACTICES,"26,250,000",STATE,00000000,CALIFORNIA,06
5104,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2003,CA,,CROPS,ALL PRODUCTION PRACTICES,"22,400,000",STATE,00000000,CALIFORNIA,06
5105,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2002,CA,,CROPS,ALL PRODUCTION PRACTICES,"25,500,000",STATE,00000000,CALIFORNIA,06
5106,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2001,CA,,CROPS,ALL PRODUCTION PRACTICES,"27,200,000",STATE,00000000,CALIFORNIA,06
5107,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2000,CA,,CROPS,ALL PRODUCTION PRACTICES,"34,850,000",STATE,00000000,CALIFORNIA,06
5108,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1999,CA,,CROPS,ALL PRODUCTION PRACTICES,"31,450,000",STATE,00000000,CALIFORNIA,06
5109,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1998,CA,,CROPS,ALL PRODUCTION PRACTICES,"39,200,000",STATE,00000000,CALIFORNIA,06
5110,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1997,CA,,CROPS,ALL PRODUCTION PRACTICES,"45,050,000",STATE,00000000,CALIFORNIA,06
5111,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1996,CA,,CROPS,ALL PRODUCTION PRACTICES,"35,200,000",STATE,00000000,CALIFORNIA,06
5112,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1995,CA,,CROPS,ALL PRODUCTION PRACTICES,"24,000,000",STATE,00000000,CALIFORNIA,06
5113,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1994,CA,,CROPS,ALL PRODUCTION PRACTICES,"30,600,000",STATE,00000000,CALIFORNIA,06
5114,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1993,CA,,CROPS,ALL PRODUCTION PRACTICES,"28,050,000",STATE,00000000,CALIFORNIA,06
5115,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1992,CA,,CROPS,ALL PRODUCTION PRACTICES,"24,750,000",STATE,00000000,CALIFORNIA,06
5116,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1991,CA,,CROPS,ALL PRODUCTION PRACTICES,"18,400,000",STATE,00000000,CALIFORNIA,06
5117,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1990,CA,,CROPS,ALL PRODUCTION PRACTICES,"25,600,000",STATE,00000000,CALIFORNIA,06
5118,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1989,CA,,CROPS,ALL PRODUCTION PRACTICES,"29,600,000",STATE,00000000,CALIFORNIA,06
5119,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1988,CA,,CROPS,ALL PRODUCTION PRACTICES,"27,115,000",STATE,00000000,CALIFORNIA,06
5120,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1987,CA,,CROPS,ALL PRODUCTION PRACTICES,"35,360,000",STATE,00000000,CALIFORNIA,06
5121,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1986,CA,,CROPS,ALL PRODUCTION PRACTICES,"38,000,000",STATE,00000000,CALIFORNIA,06
5122,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1985,CA,,CROPS,ALL PRODUCTION PRACTICES,"46,400,000",STATE,00000000,CALIFORNIA,06
5123,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1984,CA,,CROPS,ALL PRODUCTION PRACTICES,"51,000,000",STATE,00000000,CALIFORNIA,06
5124,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1983,CA,,CROPS,ALL PRODUCTION PRACTICES,"33,280,000",STATE,00000000,CALIFORNIA,06
5125,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1982,CA,,CROPS,ALL PRODUCTION PRACTICES,"42,900,000",STATE,00000000,CALIFORNIA,06
5126,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1981,CA,,CROPS,ALL PRODUCTION PRACTICES,"35,750,000",STATE,00000000,CALIFORNIA,06
5127,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1980,CA,,CROPS,ALL PRODUCTION PRACTICES,"36,450,000",STATE,00000000,CALIFORNIA,06
5128,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1979,CA,,CROPS,ALL PRODUCTION PRACTICES,"30,420,000",STATE,00000000,CALIFORNIA,06
5129,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1978,CA,,CROPS,ALL PRODUCTION PRACTICES,"35,406,000",STATE,00000000,CALIFORNIA,06
5130,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1977,CA,,CROPS,ALL PRODUCTION PRACTICES,"28,652,000",STATE,00000000,CALIFORNIA,06
5131,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1976,CA,,CROPS,ALL PRODUCTION PRACTICES,"31,900,000",STATE,00000000,CALIFORNIA,06
5132,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1975,CA,,CROPS,ALL PRODUCTION PRACTICES,"27,686,000",STATE,00000000,CALIFORNIA,06
5133,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1974,CA,,CROPS,ALL PRODUCTION PRACTICES,"24,075,000",STATE,00000000,CALIFORNIA,06
5134,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1973,CA,,CROPS,ALL PRODUCTION PRACTICES,"24,675,000",STATE,00000000,CALIFORNIA,06
5135,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1972,CA,,CROPS,ALL PRODUCTION PRACTICES,"21,500,000",STATE,00000000,CALIFORNIA,06
5136,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1971,CA,,CROPS,ALL PRODUCTION PRACTICES,"23,500,000",STATE,00000000,CALIFORNIA,06
5137,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1970,CA,,CROPS,ALL PRODUCTION PRACTICES,"19,894,000",STATE,00000000,CALIFORNIA,06
5138,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1969,CA,,CROPS,ALL PRODUCTION PRACTICES,"16,284,000",STATE,00000000,CALIFORNIA,06
5139,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1968,CA,,CROPS,ALL PRODUCTION PRACTICES,"17,575,000",STATE,00000000,CALIFORNIA,06
5140,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1967,CA,,CROPS,ALL PRODUCTION PRACTICES,"18,480,000",STATE,00000000,CALIFORNIA,06
5141,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1966,CA,,CROPS,ALL PRODUCTION PRACTICES,"16,560,000",STATE,00000000,CALIFORNIA,06
5142,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1965,CA,,CROPS,ALL PRODUCTION PRACTICES,"12,816,000",STATE,00000000,CALIFORNIA,06
5143,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1964,CA,,CROPS,ALL PRODUCTION PRACTICES,"8,774,000",STATE,00000000,CALIFORNIA,06
5144,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1963,CA,,CROPS,ALL PRODUCTION PRACTICES,"7,546,000",STATE,00000000,CALIFORNIA,06
5145,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1962,CA,,CROPS,ALL PRODUCTION PRACTICES,"5,929,000",STATE,00000000,CALIFORNIA,06
5146,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1961,CA,,CROPS,ALL PRODUCTION PRACTICES,"6,552,000",STATE,00000000,CALIFORNIA,06
5147,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1960,CA,,CROPS,ALL PRODUCTION PRACTICES,"9,360,000",STATE,00000000,CALIFORNIA,06
5148,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1959,CA,,CROPS,ALL PRODUCTION PRACTICES,"11,857,000",STATE,00000000,CALIFORNIA,06
5149,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1958,CA,,CROPS,ALL PRODUCTION PRACTICES,"12,320,000",STATE,00000000,CALIFORNIA,06
5150,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1957,CA,,CROPS,ALL PRODUCTION PRACTICES,"15,984,000",STATE,00000000,CALIFORNIA,06
5151,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1956,CA,,CROPS,ALL PRODUCTION PRACTICES,"12,456,000",STATE,00000000,CALIFORNIA,06
5152,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1955,CA,,CROPS,ALL PRODUCTION PRACTICES,"12,144,000",STATE,00000000,CALIFORNIA,06
5153,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1954,CA,,CROPS,ALL PRODUCTION PRACTICES,"5,871,000",STATE,00000000,CALIFORNIA,06
5154,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1953,CA,,CROPS,ALL PRODUCTION PRACTICES,"1,702,000",STATE,00000000,CALIFORNIA,06
5155,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1952,CA,,CROPS,ALL PRODUCTION PRACTICES,"1,872,000",STATE,00000000,CALIFORNIA,06
5156,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1951,CA,,CROPS,ALL PRODUCTION PRACTICES,"1,410,000",STATE,00000000,CALIFORNIA,06
5157,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,CALIFORNIA,UNITED STATES,,CORN,2012-01-01 00:00:00,SURVEY,,PRODUCTION,ANNUAL,00,,06,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",1950,CA,,CROPS,ALL PRODUCTION PRACTICES,"1,806,000",STATE,00000000,CALIFORNIA,06
5158,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2020-09-30 12:04:05,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019,CO,,CROPS,ALL PRODUCTION PRACTICES,"159,900,000",STATE,00000000,COLORADO,08
5159,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2019-08-12 12:01:08,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019,CO,,CROPS,ALL PRODUCTION PRACTICES,"183,000,000",STATE,00000000,COLORADO,08
5160,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2019-11-08 12:00:46,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019,CO,,CROPS,ALL PRODUCTION PRACTICES,"176,400,000",STATE,00000000,COLORADO,08
5161,TOTAL,YEAR - OCT FORECAST,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2019-10-10 12:03:54,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019,CO,,CROPS,ALL PRODUCTION PRACTICES,"181,440,000",STATE,00000000,COLORADO,08
5162,TOTAL,YEAR - SEP FORECAST,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2019-09-12 12:01:19,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2019,CO,,CROPS,ALL PRODUCTION PRACTICES,"180,560,000",STATE,00000000,COLORADO,08
5163,TOTAL,YEAR,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2020-02-20 15:00:33,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2018,CO,,CROPS,ALL PRODUCTION PRACTICES,"154,700,000",STATE,00000000,COLORADO,08
5164,TOTAL,YEAR - AUG FORECAST,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2018-08-10 12:01:40,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2018,CO,,CROPS,ALL PRODUCTION PRACTICES,"178,220,000",STATE,00000000,COLORADO,08
5165,TOTAL,YEAR - NOV FORECAST,GRAIN,ALL CLASSES,,,9000,BU,,NOT SPECIFIED,,,,00,FIELD CROPS,,COLORADO,UNITED STATES,,CORN,2018-11-08 12:01:20,SURVEY,,PRODUCTION,ANNUAL,00,,08,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",2018,CO,,CROPS,ALL PRODUCTION PRACTICES,"171,450,000",STATE,00000000,COLORADO,08
