,auth_id,auth_title,ref_id,ref_title
1541,5416,Fine properties of the optimal skorokhod embedding problem *,5453,"Root’s barrier: construction, optimality and applications to variance options"
1542,5416,Fine properties of the optimal skorokhod embedding problem *,5454,Strong supermartingales and limits of nonnegative martingales
1543,5416,Fine properties of the optimal skorokhod embedding problem *,5456,Sur l'arret optimal de processus a temps multidimensionnel continu
1544,5416,Fine properties of the optimal skorokhod embedding problem *,5458,A general version of the fundamental theorem of asset pricing
1545,5416,Fine properties of the optimal skorokhod embedding problem *,5461,Foreword
1546,5416,Fine properties of the optimal skorokhod embedding problem *,5464,Linking vanillas and vix options: a constrained martingale optimal transport problem
1547,5416,Fine properties of the optimal skorokhod embedding problem *,5028,Martingale optimal transport and robust hedging in continuous time
1548,5416,Fine properties of the optimal skorokhod embedding problem *,5030,Corrigendum to “martingale optimal transport in the skorokhod space” [stochastic process. appl. 125(10) (2015) 3893–3931]
1549,5416,Fine properties of the optimal skorokhod embedding problem *,5469,Optimal stopping of controlled markov processes
1550,5416,Fine properties of the optimal skorokhod embedding problem *,5472,Model-independent superhedging under portfolio constraints
1551,5416,Fine properties of the optimal skorokhod embedding problem *,5039,"A stochastic control approach to no-arbitrage bounds given marginals, with an application to lookback options"
1552,5416,Fine properties of the optimal skorokhod embedding problem *,5474,An integral representation of randomized probabilities and its applications
1553,5416,Fine properties of the optimal skorokhod embedding problem *,5476,Structure of optimal martingale transport plans in general dimensions
1554,5416,Fine properties of the optimal skorokhod embedding problem *,5478,Pde methods for optimal skorokhod embeddings
1555,5416,Fine properties of the optimal skorokhod embedding problem *,5484,Kantorovich duality for general transport costs and applications
1556,5416,Fine properties of the optimal skorokhod embedding problem *,5488,On the monotonicity principle of optimal skorokhod embedding problem
1557,5416,Fine properties of the optimal skorokhod embedding problem *,5489,Optimal skorokhod embedding under finitely many marginal constraints
1558,5416,Fine properties of the optimal skorokhod embedding problem *,5492,On randomized stopping
1559,5416,Fine properties of the optimal skorokhod embedding problem *,5047,The maximum maximum of a martingale with given $\mathbf{n}$ marginals
1560,5416,Fine properties of the optimal skorokhod embedding problem *,5493,An explicit martingale version of the one-dimensional brenier’s theorem with full marginals constraint
1561,5416,Fine properties of the optimal skorokhod embedding problem *,5498,"Peacocks and associated martingales, with explicit constructions"
1562,5416,Fine properties of the optimal skorokhod embedding problem *,5056,Robust hedging of the lookback option
1563,5416,Fine properties of the optimal skorokhod embedding problem *,5416,Fine properties of the optimal skorokhod embedding problem *
1564,5437,Complete duality for martingale optimal transport on the line,5557,On the monge–kantorovich problem with additional linear constraints
1565,5437,Complete duality for martingale optimal transport on the line,5555,Volume control
1566,5437,Complete duality for martingale optimal transport on the line,5554,Topics in optimal transportation
1567,5437,Complete duality for martingale optimal transport on the line,4974,A model-free version of the fundamental theorem of asset pricing and the super-replication theorem
1568,5437,Complete duality for martingale optimal transport on the line,5424,A user’s guide to optimal transport
1569,5437,Complete duality for martingale optimal transport on the line,5430,Optimal transport and skorokhod embedding
1570,5437,Complete duality for martingale optimal transport on the line,7341,Optimal and better transport plans
1571,5437,Complete duality for martingale optimal transport on the line,4981,Model-independent bounds for option prices—a mass transport approach
1572,5437,Complete duality for martingale optimal transport on the line,5433,Monotone martingale transport plans and skorokhod embedding
1573,5437,Complete duality for martingale optimal transport on the line,7343,On a problem of optimal transport under marginal martingale constraints
1574,5437,Complete duality for martingale optimal transport on the line,9204,Martingale inequalities and deterministic counterparts
1575,5437,Complete duality for martingale optimal transport on the line,9205,Duality for rectified cost functions
1576,5437,Complete duality for martingale optimal transport on the line,5439,Stochastic optimal control. the discrete-time case
1577,5437,Complete duality for martingale optimal transport on the line,4998,Robust fundamental theorem for continuous processes
1578,5437,Complete duality for martingale optimal transport on the line,10993,Measure theory
1579,5437,Complete duality for martingale optimal transport on the line,4999,Arbitrage and duality in nondominated discrete-time models
1580,5437,Complete duality for martingale optimal transport on the line,5003,Model-free superhedging duality
1581,5437,Complete duality for martingale optimal transport on the line,9207,Change of numeraire in the two-marginals martingale transport problem
1582,5437,Complete duality for martingale optimal transport on the line,5447,Representation of increasing convex functionals with countably additive measures
1583,5437,Complete duality for martingale optimal transport on the line,5020,Robust pricing and hedging under trading restrictions and the emergence of local martingale models
1584,5437,Complete duality for martingale optimal transport on the line,5021,Robust pricing and hedging of double no-touch options
1585,5437,Complete duality for martingale optimal transport on the line,5458,A general version of the fundamental theorem of asset pricing
1586,5437,Complete duality for martingale optimal transport on the line,5028,Martingale optimal transport and robust hedging in continuous time
1587,5437,Complete duality for martingale optimal transport on the line,5030,Corrigendum to “martingale optimal transport in the skorokhod space” [stochastic process. appl. 125(10) (2015) 3893–3931]
1588,5437,Complete duality for martingale optimal transport on the line,5472,Model-independent superhedging under portfolio constraints
1589,5437,Complete duality for martingale optimal transport on the line,5039,"A stochastic control approach to no-arbitrage bounds given marginals, with an application to lookback options"
1590,5437,Complete duality for martingale optimal transport on the line,5047,The maximum maximum of a martingale with given $\mathbf{n}$ marginals
1591,5437,Complete duality for martingale optimal transport on the line,5493,An explicit martingale version of the one-dimensional brenier’s theorem with full marginals constraint
1592,5437,Complete duality for martingale optimal transport on the line,9214,An explicit martingale version of the one-dimensional brenier theorem
1593,5437,Complete duality for martingale optimal transport on the line,5056,Robust hedging of the lookback option
1594,5437,Complete duality for martingale optimal transport on the line,5057,The skorokhod embedding problem and model-independent bounds for option prices
1595,5437,Complete duality for martingale optimal transport on the line,5060,Robust price bounds for the forward starting straddle
1596,5437,Complete duality for martingale optimal transport on the line,5062,Robust bounds for forward start options
1597,5437,Complete duality for martingale optimal transport on the line,9215,Stability of the shadow projection and the left-curtain coupling
1598,5437,Complete duality for martingale optimal transport on the line,5510,Optimal skorokhod embedding given full marginals and azéma–yor peacocks
1599,5437,Complete duality for martingale optimal transport on the line,5512,Duality theorems for marginal problems
1600,5437,Complete duality for martingale optimal transport on the line,5089,Superreplication under volatility uncertainty for measurable claims
1601,5437,Complete duality for martingale optimal transport on the line,5091,Superreplication under model uncertainty in discrete time
1602,5437,Complete duality for martingale optimal transport on the line,5092,Robust superhedging with jumps and diffusion
1603,5437,Complete duality for martingale optimal transport on the line,5095,The skorokhod embedding problem and its offspring
1604,5437,Complete duality for martingale optimal transport on the line,5548,Model-independent pricing of asian options via optimal martingale transport
1605,5437,Complete duality for martingale optimal transport on the line,10408,The existence of probability measures with given marginals
1606,5437,Complete duality for martingale optimal transport on the line,5550,Optimal transportation under controlled stochastic dynamics
1607,5526,Canonical supermartingale couplings,10191,Classical descriptive set theory
1608,5526,Canonical supermartingale couplings,5557,On the monge–kantorovich problem with additional linear constraints
1609,5526,Canonical supermartingale couplings,5555,Volume control
1610,5526,Canonical supermartingale couplings,5554,Topics in optimal transportation
1611,5526,Canonical supermartingale couplings,5551,"Martingale inequalities, optimal martingale transport, and robust superhedging"
1612,5526,Canonical supermartingale couplings,5550,Optimal transportation under controlled stochastic dynamics
1613,5526,Canonical supermartingale couplings,5548,Model-independent pricing of asian options via optimal martingale transport
1614,5526,Canonical supermartingale couplings,5536,Mass transportation problems
1615,5526,Canonical supermartingale couplings,9219,An iterated azéma–yor type embedding for finitely many marginals
1616,5526,Canonical supermartingale couplings,5095,The skorokhod embedding problem and its offspring
1617,5526,Canonical supermartingale couplings,5527,Multiperiod martingale transport
1618,5526,Canonical supermartingale couplings,5092,Robust superhedging with jumps and diffusion
1619,5526,Canonical supermartingale couplings,5091,Superreplication under model uncertainty in discrete time
1620,5526,Canonical supermartingale couplings,5089,Superreplication under volatility uncertainty for measurable claims
1621,5526,Canonical supermartingale couplings,5512,Duality theorems for marginal problems
1622,5526,Canonical supermartingale couplings,9217,Trees
1623,5526,Canonical supermartingale couplings,5510,Optimal skorokhod embedding given full marginals and azéma–yor peacocks
1624,5526,Canonical supermartingale couplings,9215,Stability of the shadow projection and the left-curtain coupling
1625,5526,Canonical supermartingale couplings,5062,Robust bounds for forward start options
1626,5526,Canonical supermartingale couplings,5060,Robust price bounds for the forward starting straddle
1627,5526,Canonical supermartingale couplings,5500,Mimicking martingales
1628,5526,Canonical supermartingale couplings,5057,The skorokhod embedding problem and model-independent bounds for option prices
1629,5526,Canonical supermartingale couplings,4974,A model-free version of the fundamental theorem of asset pricing and the super-replication theorem
1630,5526,Canonical supermartingale couplings,5424,A user’s guide to optimal transport
1631,5526,Canonical supermartingale couplings,5430,Optimal transport and skorokhod embedding
1632,5526,Canonical supermartingale couplings,9203,Pathwise superreplication via vovk’s outer measure
1633,5526,Canonical supermartingale couplings,7341,Optimal and better transport plans
1634,5526,Canonical supermartingale couplings,4981,Model-independent bounds for option prices—a mass transport approach
1635,5526,Canonical supermartingale couplings,5433,Monotone martingale transport plans and skorokhod embedding
1636,5526,Canonical supermartingale couplings,5434,Root to kellerer
1637,5526,Canonical supermartingale couplings,7343,On a problem of optimal transport under marginal martingale constraints
1638,5526,Canonical supermartingale couplings,9204,Martingale inequalities and deterministic counterparts
1639,5526,Canonical supermartingale couplings,5437,Complete duality for martingale optimal transport on the line
1640,5526,Canonical supermartingale couplings,9205,Duality for rectified cost functions
1641,5526,Canonical supermartingale couplings,5439,Stochastic optimal control. the discrete-time case
1642,5526,Canonical supermartingale couplings,4998,Robust fundamental theorem for continuous processes
1643,5526,Canonical supermartingale couplings,4999,Arbitrage and duality in nondominated discrete-time models
1644,5526,Canonical supermartingale couplings,5003,Model-free superhedging duality
1645,5526,Canonical supermartingale couplings,9207,Change of numeraire in the two-marginals martingale transport problem
1646,5526,Canonical supermartingale couplings,5447,Representation of increasing convex functionals with countably additive measures
1647,5526,Canonical supermartingale couplings,9208,Extending chacon-walsh: minimality and generalised starting distributions
1648,5526,Canonical supermartingale couplings,5020,Robust pricing and hedging under trading restrictions and the emergence of local martingale models
1649,5526,Canonical supermartingale couplings,5021,Robust pricing and hedging of double no-touch options
1650,5526,Canonical supermartingale couplings,5452,The root solution to the multi-marginal embedding problem: an optimal stopping and time-reversal approach
1651,5526,Canonical supermartingale couplings,5464,Linking vanillas and vix options: a constrained martingale optimal transport problem
1652,5526,Canonical supermartingale couplings,9209,Super-replication in fully incomplete markets
1653,5526,Canonical supermartingale couplings,5028,Martingale optimal transport and robust hedging in continuous time
1654,5526,Canonical supermartingale couplings,5030,Corrigendum to “martingale optimal transport in the skorokhod space” [stochastic process. appl. 125(10) (2015) 3893–3931]
1655,5526,Canonical supermartingale couplings,5472,Model-independent superhedging under portfolio constraints
1656,5526,Canonical supermartingale couplings,5581,Stochastic finance
1657,5526,Canonical supermartingale couplings,5039,"A stochastic control approach to no-arbitrage bounds given marginals, with an application to lookback options"
1658,5526,Canonical supermartingale couplings,5476,Structure of optimal martingale transport plans in general dimensions
1659,5526,Canonical supermartingale couplings,5484,Kantorovich duality for general transport costs and applications
1660,5526,Canonical supermartingale couplings,9211,Minimax martingale measures and minimal distance martingale measures
1661,5526,Canonical supermartingale couplings,5488,On the monotonicity principle of optimal skorokhod embedding problem
1662,5526,Canonical supermartingale couplings,5489,Optimal skorokhod embedding under finitely many marginal constraints
1663,5526,Canonical supermartingale couplings,9213,Tightness and duality of martingale transport on the skorokhod space
1664,5526,Canonical supermartingale couplings,5047,The maximum maximum of a martingale with given $\mathbf{n}$ marginals
1665,5526,Canonical supermartingale couplings,5493,An explicit martingale version of the one-dimensional brenier’s theorem with full marginals constraint
1666,5526,Canonical supermartingale couplings,9214,An explicit martingale version of the one-dimensional brenier theorem
1667,5526,Canonical supermartingale couplings,5498,"Peacocks and associated martingales, with explicit constructions"
1668,5526,Canonical supermartingale couplings,5056,Robust hedging of the lookback option
1669,5527,Multiperiod martingale transport,5551,"Martingale inequalities, optimal martingale transport, and robust superhedging"
1670,5527,Multiperiod martingale transport,5432,The geometry of multi-marginal skorokhod embedding
1671,5527,Multiperiod martingale transport,5430,Optimal transport and skorokhod embedding
1672,5527,Multiperiod martingale transport,9203,Pathwise superreplication via vovk’s outer measure
1673,5527,Multiperiod martingale transport,7341,Optimal and better transport plans
1674,5527,Multiperiod martingale transport,4981,Model-independent bounds for option prices—a mass transport approach
1675,5527,Multiperiod martingale transport,5433,Monotone martingale transport plans and skorokhod embedding
1676,5527,Multiperiod martingale transport,5434,Root to kellerer
1677,5527,Multiperiod martingale transport,7343,On a problem of optimal transport under marginal martingale constraints
1678,5527,Multiperiod martingale transport,5437,Complete duality for martingale optimal transport on the line
1679,5527,Multiperiod martingale transport,5439,Stochastic optimal control. the discrete-time case
1680,5527,Multiperiod martingale transport,4998,Robust fundamental theorem for continuous processes
1681,5527,Multiperiod martingale transport,4999,Arbitrage and duality in nondominated discrete-time models
1682,5527,Multiperiod martingale transport,5021,Robust pricing and hedging of double no-touch options
1683,5527,Multiperiod martingale transport,5458,A general version of the fundamental theorem of asset pricing
1684,5527,Multiperiod martingale transport,5028,Martingale optimal transport and robust hedging in continuous time
1685,5527,Multiperiod martingale transport,5030,Corrigendum to “martingale optimal transport in the skorokhod space” [stochastic process. appl. 125(10) (2015) 3893–3931]
1686,5527,Multiperiod martingale transport,5581,Stochastic finance
1687,5527,Multiperiod martingale transport,5039,"A stochastic control approach to no-arbitrage bounds given marginals, with an application to lookback options"
1688,5527,Multiperiod martingale transport,5476,Structure of optimal martingale transport plans in general dimensions
1689,5527,Multiperiod martingale transport,5489,Optimal skorokhod embedding under finitely many marginal constraints
1690,5527,Multiperiod martingale transport,5047,The maximum maximum of a martingale with given $\mathbf{n}$ marginals
1691,5527,Multiperiod martingale transport,5493,An explicit martingale version of the one-dimensional brenier’s theorem with full marginals constraint
1692,5527,Multiperiod martingale transport,9214,An explicit martingale version of the one-dimensional brenier theorem
1693,5527,Multiperiod martingale transport,5498,"Peacocks and associated martingales, with explicit constructions"
1694,5527,Multiperiod martingale transport,5056,Robust hedging of the lookback option
1695,5527,Multiperiod martingale transport,5057,The skorokhod embedding problem and model-independent bounds for option prices
1696,5527,Multiperiod martingale transport,5060,Robust price bounds for the forward starting straddle
1697,5527,Multiperiod martingale transport,5062,Robust bounds for forward start options
1698,5527,Multiperiod martingale transport,6881,"Limit theorems, density processes and contiguity"
1699,5527,Multiperiod martingale transport,9215,Stability of the shadow projection and the left-curtain coupling
1700,5527,Multiperiod martingale transport,11722,Martingales associated to peacocks using the curtain coupling
1701,5527,Multiperiod martingale transport,5510,Optimal skorokhod embedding given full marginals and azéma–yor peacocks
1702,5527,Multiperiod martingale transport,5512,Duality theorems for marginal problems
1703,5527,Multiperiod martingale transport,11724,Irreducible convex paving for decomposition of multi-dimensional martingale transport plans
1704,5527,Multiperiod martingale transport,5089,Superreplication under volatility uncertainty for measurable claims
1705,5527,Multiperiod martingale transport,5526,Canonical supermartingale couplings
1706,5527,Multiperiod martingale transport,5095,The skorokhod embedding problem and its offspring
1707,5527,Multiperiod martingale transport,6902,Dual formulation of second order target problems
1708,5527,Multiperiod martingale transport,5548,Model-independent pricing of asian options via optimal martingale transport
1709,5527,Multiperiod martingale transport,10408,The existence of probability measures with given marginals
1710,5527,Multiperiod martingale transport,5550,Optimal transportation under controlled stochastic dynamics
1711,5559,Consistent price systems under model uncertainty,5601,Caractérisation d'une classe d'ensembles convexes de l 1 ou h 1
1712,5559,Consistent price systems under model uncertainty,5599,The fundamental theorem of asset pricing under proportional transaction costs in finite discrete time
1713,5559,Consistent price systems under model uncertainty,5598,"Integral functionals, normal integrands and measurable selections"
1714,5559,Consistent price systems under model uncertainty,5596,The fundamental theorem of asset pricing without probabilistic prior assumptions
1715,5559,Consistent price systems under model uncertainty,5593,Arbitrage under transaction costs revisited
1716,5559,Consistent price systems under model uncertainty,5094,Constructing sublinear expectations on path space
1717,5559,Consistent price systems under model uncertainty,5091,Superreplication under model uncertainty in discrete time
1718,5559,Consistent price systems under model uncertainty,5590,The harrison–pliska arbitrage pricing theorem under transaction costs
1719,5559,Consistent price systems under model uncertainty,5588,Approximative hedging
1720,5559,Consistent price systems under model uncertainty,5586,No-arbitrage criteria for financial markets with efficient friction
1721,5559,Consistent price systems under model uncertainty,5581,Stochastic finance
1722,5559,Consistent price systems under model uncertainty,5579,Optimal arbitrage under model uncertainty
1723,5559,Consistent price systems under model uncertainty,5577,Robust hedging with proportional transaction costs
1724,5559,Consistent price systems under model uncertainty,5028,Martingale optimal transport and robust hedging in continuous time
1725,5559,Consistent price systems under model uncertainty,5575,Superhedging strategies and balayage in discrete time
1726,5559,Consistent price systems under model uncertainty,5571,Bachelier and black-scholes
1727,5559,Consistent price systems under model uncertainty,5570,The range of traded option prices
1728,5559,Consistent price systems under model uncertainty,5567,Equivalent martingale measures and no-arbitrage in stochastic securities market models
1729,5559,Consistent price systems under model uncertainty,5564,Universal arbitrage aggregator in discrete-time markets under uncertainty
1730,5559,Consistent price systems under model uncertainty,5563,No-arbitrage of second kind in countable markets with proportional transaction costs
1731,5559,Consistent price systems under model uncertainty,4999,Arbitrage and duality in nondominated discrete-time models
1732,5559,Consistent price systems under model uncertainty,5439,Stochastic optimal control. the discrete-time case
1733,5559,Consistent price systems under model uncertainty,5561,Fundamental theorem of asset pricing under transaction costs and model uncertainty
1734,5559,Consistent price systems under model uncertainty,5419,Infinite dimensional analysis
1735,5559,Consistent price systems under model uncertainty,4974,A model-free version of the fundamental theorem of asset pricing and the super-replication theorem
1736,5559,Consistent price systems under model uncertainty,5559,Consistent price systems under model uncertainty
1737,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,10136,New image colocalization coefficient for fluorescence microscopy to quantify (bio‐)molecular interactions
1738,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5702,Testing for a change in correlation at an unknown point in time using an extended functional delta method
1739,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5698,Optimal and fast detection of spatial clusters with scan statistics
1740,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5696,Pairs trading: quantitative methods and analysis
1741,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5693,The generic chaining
1742,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5690,A sequential method of detecting abrupt changes in the correlation coefficient and its application to bering sea climate
1743,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5687,Detecting shifts in correlation and variability with application to enso-monsoon rainfall relationships
1744,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5683,False discovery control for random fields
1745,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,1998,Aspects of multivariate statistical theory
1746,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5679,Measurement of co-localization of objects in dual-colour confocal images
1747,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5676,Dynamic behavior of dna replication domains
1748,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5670,Asymptotically exact nonparametric hypothesis testing in sup-norm and at a fixed point
1749,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5667,Asymptotics in statistics: some basic concepts
1750,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5664,Adaptive estimation of a quadratic functional by model selection. the annals of statistics
1751,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5662,New light on the correlation coefficient and its transforms
1752,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5660,New image colocalization coefficient for fluorescence microscopy to quantify (bio-)molecular interactions
1753,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5656,Innovated higher criticism for detecting sparse signals in correlated noise
1754,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5653,Scan statistics
1755,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5649,Estimating false discovery proportion under arbitrary covariance dependence
1756,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5646,Generalized likelihood ratio statistics and wilks phenomenon
1757,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5645,Test of significance based on wavelet thresholding and neyman's truncation
1758,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5644,Multiscale inference about a density
1759,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5643,Multiscale testing of qualitative hypotheses
1760,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5641,Maximal meaningful events and applications to image analysis
1761,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5636,An elementary proof of a theorem of johnson and lindenstrauss
1762,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5634,Automatic and quantitative measurement of protein-protein colocalization in live cells
1763,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5627,A guide to accurate fluorescence microscopy colocalization measurements
1764,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5623,Testing and locating variance changepoints with application to stock prices
1765,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5622,Detection with the scan and the average likelihood ratio
1766,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,917,Preprint repository arxiv achieves milestone million uploads
1767,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5618,A guided tour into subcellular colocalization analysis in light microscopy
1768,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5615,Detection of an anomalous cluster in a network
1769,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5611,Near-optimal detection of geometric objects by fast multiscale methods
1770,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5608,Replicate-based noise corrected correlation for accurate measurements of colocalization
1771,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging,5604,Structured correlation detection with application to colocalization analysis in dual-channel fluorescence microscopic imaging
1772,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5754,Effect of a vitamin/mineral supplement on children and adults with autism
1773,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5747,Statistics commentary series
1774,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5745,Improper analysis of trials randomised using stratified blocks or minimisation
1775,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5742,Evaluating models for partially clustered designs.
1776,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5736,The importance of accounting for correlated observations
1777,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5734,Consequences of violating the independence assumption in analysis of variance.
1778,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5730,The effects of violations of independence assumptions in the one
1779,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5725,"Comprehensive nutritional and dietary intervention for autism spectrum disorder—a randomized, controlled 12-month trial"
1780,5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''",5709,"The implementation of randomization requires corrected analyses. comment on ''comprehensive nutritional and dietary intervention for autism spectrum disorder-a randomized, controlled 12-month trial, nutrients 2018, 10, 369''"
1781,5757,Bayesian hierarchical weighting adjustment and survey inference,10409,The foundations of survey sampling
1782,5757,Bayesian hierarchical weighting adjustment and survey inference,5926,Validation of multilevel regression and poststratification methodology for small area estimation of health indicators from the behavioral risk factor surveillance system
1783,5757,Bayesian hierarchical weighting adjustment and survey inference,5919,Model selection and estimation in regression with grouped variables
1784,5757,Bayesian hierarchical weighting adjustment and survey inference,5917,"Shakespeare, stephan, (born 9 april 1957), co-founder, 2000, and chief executive officer, yougov plc; founder, politicshome.com; owner, conservativehome.com"
1785,5757,Bayesian hierarchical weighting adjustment and survey inference,5915,Weight smoothing for generalized linear models using a laplace prior
1786,5757,Bayesian hierarchical weighting adjustment and survey inference,5913,A model-calibration approach to using complete auxiliary information from survey data
1787,5757,Bayesian hierarchical weighting adjustment and survey inference,5909,Poverty tracker-monitoring poverty and well-being in nyc. columbia population research center and robin hood foundation
1788,5757,Bayesian hierarchical weighting adjustment and survey inference,5900,Forecasting elections with non-representative polls
1789,5757,Bayesian hierarchical weighting adjustment and survey inference,5897,Hierarchical array priors for anova decompositions of cross-classified data
1790,5757,Bayesian hierarchical weighting adjustment and survey inference,5894,Finite population sampling and inference
1791,5757,Bayesian hierarchical weighting adjustment and survey inference,5892,Practical tools for designing and weighting survey samples
1792,5757,Bayesian hierarchical weighting adjustment and survey inference,5889,Modeling random effects using global–local shrinkage priors in small area estimation
1793,5757,Bayesian hierarchical weighting adjustment and survey inference,5885,Stan r&d: research and development expenditure in industry - isic rev. 4 (edition 2018)
1794,5757,Bayesian hierarchical weighting adjustment and survey inference,2044,Stan r&d: research and development expenditure in industry - isic rev. 4 (edition 2017)
1795,5757,Bayesian hierarchical weighting adjustment and survey inference,5883,Bayes-raking: bayesian finite population inference with known margins
1796,5757,Bayesian hierarchical weighting adjustment and survey inference,5881,Computation codes for manuscript ''bayesian hierarchical weighting adjustment and survey inference
1797,5757,Bayesian hierarchical weighting adjustment and survey inference,5880,Bayesian nonparametric weighted sampling inference
1798,5757,Bayesian hierarchical weighting adjustment and survey inference,5877,Survey weighting for new york longitudinal survey on poverty measure
1799,5757,Bayesian hierarchical weighting adjustment and survey inference,5875,Two-phase sampling
1800,5757,Bayesian hierarchical weighting adjustment and survey inference,5872,Inference and missing data
1801,5757,Bayesian hierarchical weighting adjustment and survey inference,5871,An old approach to finite population sampling theory
1802,5757,Bayesian hierarchical weighting adjustment and survey inference,5869,Poststratification without population level information on the poststratifying variable with application to political polling
1803,5757,Bayesian hierarchical weighting adjustment and survey inference,882,Gaussian processes for machine learning
1804,5757,Bayesian hierarchical weighting adjustment and survey inference,5867,Impact of frequentist and bayesian methods on survey sampling practice: a selective appraisal
1805,5757,Bayesian hierarchical weighting adjustment and survey inference,5866,On the relative e ciency of some estimators in pps sampling for multiple characteristics
1806,5757,Bayesian hierarchical weighting adjustment and survey inference,5864,Alternative estimators in pps sampling for multiple characteristics
1807,5757,Bayesian hierarchical weighting adjustment and survey inference,5758,"American community survey (acs): public use microdata sample (pums), 2007"
1808,5757,Bayesian hierarchical weighting adjustment and survey inference,5761,A new approach to weighting and inference in sample surveys
1809,5757,Bayesian hierarchical weighting adjustment and survey inference,5764,Model-assisted survey estimation with modern prediction techniques
1810,5757,Bayesian hierarchical weighting adjustment and survey inference,5765,Endogenous post-stratification in surveys: classifying with a sample-fitted model
1811,5757,Bayesian hierarchical weighting adjustment and survey inference,5767,The horseshoe estimator for sparse signals
1812,5757,Bayesian hierarchical weighting adjustment and survey inference,5771,Bias robust estimation in finite populations using nonparametric calibration
